tactic_id,media_type,num_bids_passed_budget_check,num_bids_failed_budget_check,click_score,conversion_score,cpm_bid,cpc_bid,cpa_bid,logtime,refresh_time,internal_bid_wins,viewability_score,in_target_score,cpv_bid,cpg_bid,date(logtime)
432857,1,68823,16316,0,309.10,997.13,0.00,0.00,4/20/2015 13:00,4/20/2015 17:27,6063,23026.06,0,2.00919E-06,0,4/20/2015
432857,1,76760,16294,0,400.40,994.95,0.00,0.00,4/20/2015 14:00,4/20/2015 18:27,3434,25730.55,0,2.39538E-06,0,4/20/2015
432857,1,79226,14811,0,505.92,996.69,0.00,0.00,4/20/2015 15:00,4/20/2015 19:27,4242,25773.71,0,6.42428E-06,0,4/20/2015
432857,1,71188,14188,0,230.53,999.05,0.00,0.00,4/20/2015 16:00,4/20/2015 20:27,4992,23744.63,0,1.39043E-05,0,4/20/2015
432857,1,94862,15119,0,121.73,999.82,0.00,0.00,4/20/2015 17:00,4/20/2015 21:27,0,28926.32,0,1.22714E-05,0,4/20/2015
432857,1,76027,13199,0,151.85,999.17,0.00,0.00,4/20/2015 18:00,4/20/2015 22:27,5048,24265.09,0,3.58913E-06,0,4/20/2015
432857,1,75163,13303,0,308.44,999.54,0.00,0.00,4/20/2015 19:00,4/20/2015 23:27,6435,23576.72,0,5.76963E-06,0,4/20/2015
432857,1,39102,9411,0,58.63,998.62,0.00,0.00,4/20/2015 20:00,4/21/2015 0:27,10350,12389.00,0,0.000475938,0,4/20/2015
432857,1,13087,4428,0,33.31,998.08,0.00,0.00,4/20/2015 21:00,4/21/2015 1:27,12577,4960.56,0,0.004594701,0,4/20/2015
432857,1,12678,4242,0,14.91,999.33,0.00,0.00,4/20/2015 22:00,4/21/2015 2:27,12157,4919.18,0,0.017548483,0,4/20/2015
432857,1,15685,4156,0,19.91,1000.00,0.00,0.00,4/20/2015 23:00,4/21/2015 3:27,14951,6179.84,0,0.069191238,0,4/20/2015
432857,1,20543,20963,0,18.34,1000.00,0.00,0.00,4/21/2015 0:00,4/21/2015 4:27,2629,6624.16,0,0.122430992,0,4/21/2015
432857,1,24057,8486,0,42.72,1000.00,0.00,0.00,4/21/2015 1:00,4/21/2015 5:27,7760,8029.24,0,0.111374168,0,4/21/2015
432857,1,16096,5491,0,19.60,997.76,0.00,0.00,4/21/2015 2:00,4/21/2015 6:27,5362,5517.19,0,0.098836747,0,4/21/2015
432857,1,4946,2311,0,17.87,1000.00,0.00,0.00,4/21/2015 3:00,4/21/2015 7:27,4756,1925.79,0,0.124246536,0,4/21/2015
432857,1,5664,2170,0,9.99,1000.00,0.00,0.00,4/21/2015 4:00,4/21/2015 8:27,1127,1525.44,0,0.152083383,0,4/21/2015
432857,1,3839,1473,0,1.91,998.07,0.00,0.00,4/21/2015 5:00,4/21/2015 9:27,0,1257.62,0,0.151790511,0,4/21/2015
432857,1,3657,1119,0,1.59,999.75,0.00,0.00,4/21/2015 6:00,4/21/2015 10:27,0,1233.37,0,0.152045552,0,4/21/2015
432857,1,3164,974,0,1.00,998.32,0.00,0.00,4/21/2015 7:00,4/21/2015 11:27,0,1088.71,0,0.151827358,0,4/21/2015
432857,1,7946,2258,0,17.57,998.33,0.00,0.00,4/21/2015 8:00,4/21/2015 12:27,0,2761.97,0,0.151828797,0,4/21/2015
432857,1,10379,2751,0,16.14,999.85,0.00,0.00,4/21/2015 9:00,4/21/2015 13:27,4370,3724.73,0,0.155143663,0,4/21/2015
432857,1,27222,6870,0,7.31,999.01,0.00,0.00,4/21/2015 10:00,4/21/2015 14:27,3358,9402.51,0,0.151586421,0,4/21/2015
432857,1,39208,8402,0,22.53,999.35,0.00,0.00,4/21/2015 11:00,4/21/2015 15:27,9905,14260.81,0,0.14399744,0,4/21/2015
432857,1,59602,11491,0,50.42,995.83,0.00,0.00,4/21/2015 12:00,4/21/2015 16:27,10437,20618.19,0,0.121445166,0,4/21/2015
432857,1,59386,10782,0,59.72,998.39,0.00,0.00,4/21/2015 13:00,4/21/2015 17:27,12181,20654.43,0,0.098360777,0,4/21/2015
432857,1,64734,10983,0,41.27,997.15,0.00,0.00,4/21/2015 14:00,4/21/2015 18:27,10923,21390.11,0,0.08259437,0,4/21/2015
432857,1,65600,11967,0,31.72,996.00,0.00,0.00,4/21/2015 15:00,4/21/2015 19:27,5588,22189.13,0,0.07710869,0,4/21/2015
432857,1,32726,4991,0,12.25,999.86,0.00,0.00,4/21/2015 16:00,4/21/2015 20:27,24363,13155.88,0,0.079476688,0,4/21/2015
432857,1,79854,14565,0,10.76,999.02,0.00,0.00,4/21/2015 17:00,4/21/2015 21:27,52,26053.53,0,0.081928829,0,4/21/2015
432857,1,29758,5110,0,4.77,999.61,0.00,0.00,4/21/2015 18:00,4/21/2015 22:27,22250,11844.70,0,0.086222372,0,4/21/2015
432857,1,57708,11163,0,4.44,996.83,0.00,0.00,4/21/2015 19:00,4/21/2015 23:27,4963,19629.05,0,0.093281631,0,4/21/2015
432857,1,54501,13058,0,5.72,998.65,0.00,0.00,4/21/2015 20:00,4/22/2015 0:27,377,17915.83,0,0.093582893,0,4/21/2015
432857,1,13755,3841,0,1.25,999.93,0.00,0.00,4/21/2015 21:00,4/22/2015 1:27,12885,5538.87,0,0.128250989,0,4/21/2015
432857,1,18620,5585,0,3.37,1000.00,0.00,0.00,4/21/2015 22:00,4/22/2015 2:27,8166,6842.33,0,0.276012735,0,4/21/2015
432857,1,49146,11892,0,11.11,999.98,0.00,0.00,4/21/2015 23:00,4/22/2015 3:27,0,16227.96,0,0.326564018,0,4/21/2015
432857,1,14953,18413,0,1.67,1000.00,0.00,0.00,4/22/2015 0:00,4/22/2015 4:27,4225,5082.26,0,0.310129002,0,4/22/2015
432857,1,19734,26518,0,0.65,1000.00,0.00,0.00,4/22/2015 1:00,4/22/2015 5:27,2828,6532.85,0,0.245439465,0,4/22/2015
432857,1,16192,5768,0,1.11,995.59,0.00,0.00,4/22/2015 2:00,4/22/2015 6:27,3523,5176.90,0,0.242214993,0,4/22/2015
432857,1,11018,4052,0,1.99,999.66,0.00,0.00,4/22/2015 3:00,4/22/2015 7:27,851,3386.60,0,0.262480076,0,4/22/2015
432857,1,2017,1030,0,0.45,999.40,0.00,0.00,4/22/2015 4:00,4/22/2015 8:27,1974,725.70,0,0.319220424,0,4/22/2015
432857,1,3425,1298,0,0.29,997.65,0.00,0.00,4/22/2015 5:00,4/22/2015 9:27,472,1093.01,0,0.327960213,0,4/22/2015
432857,1,2905,909,0,0.17,997.59,0.00,0.00,4/22/2015 6:00,4/22/2015 10:27,0,980.15,0,0.327942774,0,4/22/2015
432857,1,3886,1075,0,0.03,997.57,0.00,0.00,4/22/2015 7:00,4/22/2015 11:27,0,1311.32,0,0.327936433,0,4/22/2015
432857,1,5726,1526,0,0.62,995.73,0.00,0.00,4/22/2015 8:00,4/22/2015 12:27,0,1809.27,0,0.327331551,0,4/22/2015
432857,1,8304,2396,0,0.38,999.47,0.00,0.00,4/22/2015 9:00,4/22/2015 13:27,2434,2858.60,0,0.329736727,0,4/22/2015
432857,1,24358,6832,0,1.11,999.92,0.00,0.00,4/22/2015 10:00,4/22/2015 14:27,1018,8329.39,0,0.29494828,0,4/22/2015
432857,1,33824,8681,0,2.17,999.03,0.00,0.00,4/22/2015 11:00,4/22/2015 15:27,5318,11783.87,0,0.271942654,0,4/22/2015
432857,1,47612,10420,0,3.14,994.63,0.00,0.00,4/22/2015 12:00,4/22/2015 16:27,5241,16215.91,0,0.22948232,0,4/22/2015
432857,1,54265,11508,0,12.07,998.54,0.00,0.00,4/22/2015 13:00,4/22/2015 17:27,6847,19242.59,0,0.188593785,0,4/22/2015
432857,1,44662,9411,0,8.48,997.09,0.00,0.00,4/22/2015 14:00,4/22/2015 18:27,8701,15574.05,0,0.163611246,0,4/22/2015
432857,1,35948,6912,0,6.73,999.37,0.00,0.00,4/22/2015 15:00,4/22/2015 19:27,11305,12755.65,0,0.157134355,0,4/22/2015
432857,1,58368,12472,0,5.09,999.94,0.00,0.00,4/22/2015 16:00,4/22/2015 20:27,1360,19074.84,0,0.157144644,0,4/22/2015
432857,1,38042,7426,0,9.54,999.86,0.00,0.00,4/22/2015 17:00,4/22/2015 21:27,10965,12860.59,0,0.161645267,0,4/22/2015
432857,1,67639,13243,0,9.79,998.11,0.00,0.01,4/22/2015 18:00,4/22/2015 22:27,3490,20854.37,0,0.162622324,0,4/22/2015
432857,1,39052,7226,0,5.54,1000.00,0.00,0.01,4/22/2015 19:00,4/22/2015 23:27,11298,13619.11,0,0.168975889,0,4/22/2015
432857,1,54240,13133,0,4.79,999.92,0.00,0.01,4/22/2015 20:00,4/23/2015 0:27,0,17081.71,0,0.170270904,0,4/22/2015
432857,1,26355,8353,0,0.21,999.87,0.00,0.01,4/22/2015 21:00,4/23/2015 1:27,3638,8751.16,0,0.176780459,0,4/22/2015
432857,1,20284,5792,0,0.19,1000.00,0.00,0.01,4/22/2015 22:00,4/23/2015 2:27,5882,6903.41,0,0.27494908,0,4/22/2015
432857,1,50365,11658,0,0.46,999.90,0.00,0.01,4/22/2015 23:00,4/23/2015 3:27,0,16162.68,0,0.308425962,0,4/22/2015
432857,1,19217,16451,0,0.25,1000.00,0.00,0.01,4/23/2015 0:00,4/23/2015 4:27,2553,6197.59,0,0.305681385,0,4/23/2015
432857,1,22294,8013,0,1.21,999.97,0.00,0.00,4/23/2015 1:00,4/23/2015 5:27,2922,6988.21,0,0.044458544,0,4/23/2015
432857,1,16204,5503,0,0.53,994.83,0.00,0.00,4/23/2015 2:00,4/23/2015 6:27,3573,4911.01,0,0.0435259,0,4/23/2015
432857,1,9685,3807,0,0.04,1000.00,0.00,0.00,4/23/2015 3:00,4/23/2015 7:27,1146,2867.12,0,0.049244105,0,4/23/2015
432857,1,3890,1525,0,0.09,1000.00,0.00,0.00,4/23/2015 4:00,4/23/2015 8:27,1305,1194.89,0,0.051432257,0,4/23/2015
432857,1,1219,536,0,0.00,1000.00,0.00,0.00,4/23/2015 5:00,4/23/2015 9:27,1042,429.84,0,0.053235228,0,4/23/2015
432857,1,3267,951,0,0.01,999.05,0.00,0.00,4/23/2015 6:00,4/23/2015 10:27,0,1138.93,0,0.05318488,0,4/23/2015
432857,1,7839,2225,0,0.02,994.34,0.00,0.00,4/23/2015 7:00,4/23/2015 11:27,0,2906.15,0,0.052933686,0,4/23/2015
432857,1,7159,2039,0,0.01,996.16,0.00,0.00,4/23/2015 8:00,4/23/2015 12:27,0,2568.59,0,0.053030642,0,4/23/2015
432857,1,7390,2052,0,0.05,997.33,0.00,0.00,4/23/2015 9:00,4/23/2015 13:27,1624,2281.72,0,0.052890828,0,4/23/2015
432857,1,18075,5292,0,0.05,998.00,0.00,0.00,4/23/2015 10:00,4/23/2015 14:27,973,5501.87,0,0.046866806,0,4/23/2015
432857,1,22819,5901,0,0.11,999.54,0.00,0.00,4/23/2015 11:00,4/23/2015 15:27,3859,7073.81,0,0.042463211,0,4/23/2015
432857,1,37320,8109,0,1.49,995.21,0.00,0.00,4/23/2015 12:00,4/23/2015 16:27,3934,11454.35,0,0.03531085,0,4/23/2015
432857,1,38415,7874,0,0.42,998.71,0.00,0.00,4/23/2015 13:00,4/23/2015 17:27,4950,12370.82,0,0.028084649,0,4/23/2015
432857,1,35877,7146,0,0.69,999.78,0.00,0.00,4/23/2015 14:00,4/23/2015 18:27,7266,11071.66,0,0.023752502,0,4/23/2015
432857,1,39569,7945,0,1.96,999.30,0.00,0.00,4/23/2015 15:00,4/23/2015 19:27,4413,11599.77,0,0.022098436,0,4/23/2015
432857,1,46873,9232,0,1.70,995.42,0.00,0.01,4/23/2015 16:00,4/23/2015 20:27,3293,13653.56,0,0.021026371,0,4/23/2015
432857,1,33080,5662,0,4.08,995.21,0.00,0.01,4/23/2015 17:00,4/23/2015 21:27,8938,9623.48,0,0.020927248,0,4/23/2015
432857,1,54496,10575,0,5.00,994.75,0.00,0.01,4/23/2015 18:00,4/23/2015 22:27,0,15415.76,0,0.020740579,0,4/23/2015
432857,1,23113,4461,0,3.31,995.02,0.00,0.01,4/23/2015 19:00,4/23/2015 23:27,9084,6824.14,0,0.021636246,0,4/23/2015
432857,1,31651,8629,0,2.71,996.66,0.00,0.01,4/23/2015 20:00,4/24/2015 0:27,988,9532.32,0,0.024574517,0,4/23/2015
432857,1,32568,9522,0,8.00,995.71,0.00,0.01,4/23/2015 21:00,4/24/2015 1:27,0,9604.48,0,0.024555151,0,4/23/2015
432857,1,18832,5960,0,10.23,996.70,0.00,0.01,4/23/2015 22:00,4/24/2015 2:27,3441,5695.22,0,0.025670266,0,4/23/2015
432857,1,39281,9978,0,24.37,996.51,0.00,0.01,4/23/2015 23:00,4/24/2015 3:27,1071,11199.11,0,0.034181416,0,4/23/2015
432857,1,14553,14783,0,5.20,998.73,0.00,0.01,4/24/2015 0:00,4/24/2015 4:27,2099,4301.27,0,0.034878457,0,4/24/2015
432857,1,29150,12888,0,4.28,998.80,0.00,0.01,4/24/2015 1:00,4/24/2015 5:27,2178,7970.86,0,0.033243997,0,4/24/2015
432857,1,16714,6269,0,4.36,993.83,0.00,0.01,4/24/2015 2:00,4/24/2015 6:27,2535,4810.75,0,0.031517613,0,4/24/2015
432857,1,14014,4747,0,3.64,999.17,0.00,0.00,4/24/2015 3:00,4/24/2015 7:27,861,3698.64,0,0.032343103,0,4/24/2015
432857,1,1952,1244,0,1.17,1000.00,0.00,0.00,4/24/2015 4:00,4/24/2015 8:27,1459,551.18,0,0.038449034,0,4/24/2015
432857,1,5317,1861,0,0.37,999.14,0.00,0.00,4/24/2015 5:00,4/24/2015 9:27,0,1381.82,0,0.039340311,0,4/24/2015
432857,1,3340,1076,0,0.15,997.10,0.00,0.00,4/24/2015 6:00,4/24/2015 10:27,0,842.02,0,0.039260267,0,4/24/2015
432857,1,5632,1632,0,0.20,996.35,0.00,0.00,4/24/2015 7:00,4/24/2015 11:27,0,1552.87,0,0.039230702,0,4/24/2015
432857,1,5292,1522,0,4.02,995.49,0.00,0.00,4/24/2015 8:00,4/24/2015 12:27,0,1452.35,0,0.039196746,0,4/24/2015
432857,1,7738,2729,0,2.62,995.00,0.00,0.00,4/24/2015 9:00,4/24/2015 13:27,1715,2146.21,0,0.038398329,0,4/24/2015
432857,1,24698,6629,0,3.36,995.47,0.00,0.00,4/24/2015 10:00,4/24/2015 14:27,1623,6567.57,0,0.028208891,0,4/24/2015
432857,1,30968,8133,0,3.79,994.62,0.00,0.00,4/24/2015 11:00,4/24/2015 15:27,2553,9033.80,0,0.000544011,0,4/24/2015
432857,1,37682,9729,0,3.04,995.92,0.00,0.00,4/24/2015 12:00,4/24/2015 16:27,3372,11171.63,0,5.71409E-06,0,4/24/2015
432857,1,43986,9395,0,7.77,996.69,0.00,0.00,4/24/2015 13:00,4/24/2015 17:27,3714,12949.12,0,1.54245E-05,0,4/24/2015
432857,1,46916,9203,0,3.35,997.24,0.00,0.00,4/24/2015 14:00,4/24/2015 18:27,5418,13552.96,0,1.70428E-05,0,4/24/2015
432857,1,47239,9553,0,5.07,996.37,0.00,0.00,4/24/2015 15:00,4/24/2015 19:27,3940,14044.59,0,6.90025E-05,0,4/24/2015
432857,1,37767,7684,0,4.01,998.92,0.00,0.00,4/24/2015 16:00,4/24/2015 20:27,3805,11244.04,0,0.000157332,0,4/24/2015
432857,1,27215,4685,0,3.84,995.57,0.00,0.00,4/24/2015 17:00,4/24/2015 21:27,7021,7315.65,0,3.51685E-05,0,4/24/2015
432857,1,41893,7907,0,4.27,994.42,0.00,0.00,4/24/2015 18:00,4/24/2015 22:27,4642,11722.70,0,2.64335E-05,0,4/24/2015
432857,1,52922,11760,0,5.79,995.91,0.00,0.00,4/24/2015 19:00,4/24/2015 23:27,0,15718.53,0,1.44E-21,0,4/24/2015
432857,1,25512,6912,0,2.92,996.23,0.00,0.00,4/24/2015 20:00,4/25/2015 0:27,2885,7438.74,0,9.28E-22,0,4/24/2015
432857,1,8032,3301,0,1.07,997.88,0.00,0.00,4/24/2015 21:00,4/25/2015 1:27,5344,2400.63,0,7.55E-33,0,4/24/2015
432857,1,20862,8157,0,3.55,993.92,0.00,0.00,4/24/2015 22:00,4/25/2015 2:27,0,5952.74,0,2.77E-132,0,4/24/2015
432857,1,20769,8444,0,3.42,996.39,0.00,0.00,4/24/2015 23:00,4/25/2015 3:27,0,6065.23,0,2.78E-132,0,4/24/2015
432857,1,3309,8397,0,0.88,999.42,0.00,0.00,4/25/2015 0:00,4/25/2015 4:27,2663,1001.50,0,0.000254189,0,4/25/2015
432857,1,3053,16900,0,0.24,999.54,0.00,0.00,4/25/2015 1:00,4/25/2015 5:27,546,900.86,0,0.000202114,0,4/25/2015
432857,1,34,21059,0,0.00,1000.00,0.00,0.00,4/25/2015 2:00,4/25/2015 6:27,0,9.97,0,1.83905E-05,0,4/25/2015
432857,1,5119,6271,0,0.95,990.11,0.00,0.00,4/25/2015 3:00,4/25/2015 7:27,0,1432.91,0,1.82085E-05,0,4/25/2015
432857,1,4109,1308,0,0.69,995.38,0.00,0.00,4/25/2015 4:00,4/25/2015 8:27,482,1172.22,0,6.76418E-06,0,4/25/2015
432857,1,3797,1206,0,0.67,988.97,0.00,0.00,4/25/2015 5:00,4/25/2015 9:27,0,1096.18,0,2.39E-199,0,4/25/2015
432857,1,2009,656,0,0.40,994.47,0.00,0.00,4/25/2015 6:00,4/25/2015 10:27,0,535.15,0,2.40E-199,0,4/25/2015
432857,1,1848,572,0,0.40,994.11,0.00,0.00,4/25/2015 7:00,4/25/2015 11:27,0,573.68,0,2.40E-199,0,4/25/2015
432857,1,2888,820,0,0.44,992.37,0.00,0.00,4/25/2015 8:00,4/25/2015 12:27,0,873.70,0,2.40E-199,0,4/25/2015
432857,1,4117,1110,0,0.36,992.62,0.00,0.00,4/25/2015 9:00,4/25/2015 13:27,585,1037.98,0,5.49E-200,0,4/25/2015
432857,1,6658,2412,0,0.75,989.45,0.00,0.00,4/25/2015 10:00,4/25/2015 14:27,889,2112.13,0,1.04E-229,0,4/25/2015
432857,1,10670,3797,0,1.44,996.04,0.00,0.00,4/25/2015 11:00,4/25/2015 15:27,1059,3086.18,0,5.97E-249,0,4/25/2015
432857,1,14691,4927,0,1.22,992.71,0.00,0.00,4/25/2015 12:00,4/25/2015 16:27,1552,4035.13,0,6.65E-268,0,4/25/2015
432857,1,12029,4265,0,1.17,995.60,0.00,0.00,4/25/2015 13:00,4/25/2015 17:27,1497,3519.52,0,1.69E-299,0,4/25/2015
432857,1,15890,5019,0,1.87,996.95,0.00,0.00,4/25/2015 14:00,4/25/2015 18:27,1956,4438.47,0,0,0,4/25/2015
432857,1,15635,5489,0,4.54,992.32,0.00,0.00,4/25/2015 15:00,4/25/2015 19:27,989,4481.61,0,0,0,4/25/2015
432857,1,10130,3696,0,3.64,999.42,0.00,0.00,4/25/2015 16:00,4/25/2015 20:27,3186,2945.59,0,0,0,4/25/2015
432857,1,20487,7021,0,9.89,995.64,0.00,0.00,4/25/2015 17:00,4/25/2015 21:27,0,5557.17,0,0,0,4/25/2015
432857,1,22091,7290,0,9.97,993.07,0.00,0.00,4/25/2015 18:00,4/25/2015 22:27,0,6328.23,0,0,0,4/25/2015
432857,1,25120,8049,0,10.67,995.34,0.00,0.00,4/25/2015 19:00,4/25/2015 23:27,0,7499.65,0,0,0,4/25/2015
432857,1,33527,10282,0,12.53,994.43,0.00,0.00,4/25/2015 20:00,4/26/2015 0:27,0,9654.62,0,0,0,4/25/2015
432857,1,20649,7579,0,7.77,992.99,0.00,0.00,4/25/2015 21:00,4/26/2015 1:27,0,6209.31,0,0,0,4/25/2015
432857,1,22013,7709,0,6.65,993.37,0.00,0.00,4/25/2015 22:00,4/26/2015 2:27,0,6420.99,0,0,0,4/25/2015
432857,1,20165,7070,0,8.42,994.02,0.00,0.00,4/25/2015 23:00,4/26/2015 3:27,0,6070.60,0,0,0,4/25/2015
432857,1,8856,12635,0,2.56,999.56,0.00,0.00,4/26/2015 0:00,4/26/2015 4:27,597,2675.53,0,0,0,4/26/2015
432857,1,10426,11024,0,2.61,998.33,0.00,0.00,4/26/2015 1:00,4/26/2015 5:27,374,3157.85,0,0,0,4/26/2015
432857,1,10692,4660,0,3.32,993.51,0.00,0.00,4/26/2015 2:00,4/26/2015 6:27,391,3139.57,0,0,0,4/26/2015
432857,1,8717,2776,0,4.73,998.26,0.00,0.00,4/26/2015 3:00,4/26/2015 7:27,340,2654.09,0,0,0,4/26/2015
432857,1,5183,1604,0,1.18,998.51,0.00,0.00,4/26/2015 4:00,4/26/2015 8:27,397,1473.08,0,0,0,4/26/2015
432857,1,4340,1217,0,0.77,999.66,0.00,0.00,4/26/2015 5:00,4/26/2015 9:27,0,1125.80,0,0,0,4/26/2015
432857,1,2559,793,0,0.77,995.03,0.00,0.00,4/26/2015 6:00,4/26/2015 10:27,0,689.64,0,0,0,4/26/2015
432857,1,1652,489,0,0.37,992.58,0.00,0.00,4/26/2015 7:00,4/26/2015 11:27,0,481.67,0,0,0,4/26/2015
432857,1,1979,654,0,0.36,994.93,0.00,0.00,4/26/2015 8:00,4/26/2015 12:27,0,531.49,0,0,0,4/26/2015
432857,1,2927,904,0,0.44,991.78,0.00,0.00,4/26/2015 9:00,4/26/2015 13:27,657,912.66,0,0,0,4/26/2015
432857,1,5640,2437,0,1.00,991.50,0.00,0.00,4/26/2015 10:00,4/26/2015 14:27,699,1680.53,0,0,0,4/26/2015
432857,1,9811,3576,0,1.69,998.27,0.00,0.00,4/26/2015 11:00,4/26/2015 15:27,964,3025.63,0,0,0,4/26/2015
432857,1,10541,4043,0,1.98,994.75,0.00,0.00,4/26/2015 12:00,4/26/2015 16:27,1249,3328.10,0,0,0,4/26/2015
432857,1,12872,4651,0,2.50,996.35,0.00,0.00,4/26/2015 13:00,4/26/2015 17:27,1397,4072.50,0,0,0,4/26/2015
432857,1,13751,4641,0,2.50,998.90,0.00,0.00,4/26/2015 14:00,4/26/2015 18:27,1704,4359.64,0,0,0,4/26/2015
432857,1,10920,3842,0,2.36,994.08,0.00,0.00,4/26/2015 15:00,4/26/2015 19:27,1696,3297.51,0,0,0,4/26/2015
432857,1,12707,4713,0,2.54,996.39,0.00,0.00,4/26/2015 16:00,4/26/2015 20:27,750,3752.37,0,0,0,4/26/2015
432857,1,14002,5178,0,2.42,994.10,0.00,0.00,4/26/2015 17:00,4/26/2015 21:27,617,4162.25,0,0,0,4/26/2015
432857,1,25448,7817,0,4.91,992.79,0.00,0.00,4/26/2015 18:00,4/26/2015 22:27,0,7138.04,0,0,0,4/26/2015
432857,1,18659,7000,0,5.17,991.80,0.00,0.00,4/26/2015 19:00,4/26/2015 23:27,0,5312.67,0,0,0,4/26/2015
432857,1,15628,5970,0,4.57,993.51,0.00,0.00,4/26/2015 20:00,4/27/2015 0:27,0,4837.86,0,0,0,4/26/2015
432857,1,17342,6613,0,3.59,992.50,0.00,0.00,4/26/2015 21:00,4/27/2015 1:27,0,5252.69,0,0,0,4/26/2015
432857,1,19570,7674,0,1.25,991.45,0.00,0.00,4/26/2015 22:00,4/27/2015 2:27,0,6143.85,0,0,0,4/26/2015
432857,1,22238,7720,0,3.36,994.45,0.00,0.00,4/26/2015 23:00,4/27/2015 3:27,0,6056.11,0,0,0,4/26/2015
432857,1,10160,14699,0,0.95,998.79,0.00,0.00,4/27/2015 0:00,4/27/2015 4:27,648,3091.09,0,0,0,4/27/2015
432857,1,7951,5374,0,0.97,999.23,0.00,0.00,4/27/2015 1:00,4/27/2015 5:27,3889,2284.88,0,1.92429E-07,0,4/27/2015
432857,1,7016,2754,0,0.59,991.04,0.00,0.00,4/27/2015 2:00,4/27/2015 6:27,1977,2045.42,0,0,0,4/27/2015
432857,1,6336,2032,0,1.00,999.02,0.00,0.00,4/27/2015 3:00,4/27/2015 7:27,603,1849.11,0,0,0,4/27/2015
432857,1,1679,665,0,0.34,999.13,0.00,0.00,4/27/2015 4:00,4/27/2015 8:27,906,452.69,0,0,0,4/27/2015
432857,1,757,286,0,0.06,998.15,0.00,0.00,4/27/2015 5:00,4/27/2015 9:27,742,222.97,0,0,0,4/27/2015
432857,1,3033,793,0,0.13,997.12,0.00,0.00,4/27/2015 6:00,4/27/2015 10:27,96,932.65,0,0,0,4/27/2015
432857,1,1790,595,0,0.10,993.22,0.00,0.00,4/27/2015 7:00,4/27/2015 11:27,0,495.81,0,0,0,4/27/2015
432857,1,3673,1175,0,0.28,992.54,0.00,0.00,4/27/2015 8:00,4/27/2015 12:27,0,1065.18,0,0,0,4/27/2015
432857,1,4693,1487,0,0.27,994.03,0.00,0.00,4/27/2015 9:00,4/27/2015 13:27,1100,1446.55,0,0,0,4/27/2015
432857,1,9066,3023,0,0.62,988.61,0.00,0.00,4/27/2015 10:00,4/27/2015 14:27,2119,2956.84,0,0,0,4/27/2015
432857,1,13895,5320,0,1.89,990.87,0.00,0.00,4/27/2015 11:00,4/27/2015 15:27,3191,4285.51,0,0,0,4/27/2015
432857,1,20780,6278,0,2.35,990.54,0.00,0.00,4/27/2015 12:00,4/27/2015 16:27,3736,6310.40,0,0,0,4/27/2015
432857,1,23837,6663,0,3.07,993.60,0.00,0.00,4/27/2015 13:00,4/27/2015 17:27,4425,7377.50,0,0,0,4/27/2015
432857,1,29996,8560,0,2.74,997.16,0.00,0.00,4/27/2015 14:00,4/27/2015 18:27,2731,9158.61,0,0,0,4/27/2015
432857,1,20838,5544,0,3.31,994.78,0.00,0.00,4/27/2015 15:00,4/27/2015 19:27,4555,6565.82,0,0,0,4/27/2015
